baslik,icerik,etiket,kaynak_url
Dünyanın ilk alüminyum iyon pilli enerji depolama sistemi geliştirildi,"Almanya'daki Fraunhofer Enstitüsü, alüminyum iyon pillere dayanan dünyanın ilk enerji depolama sistemi demosunu geliştirdi. Peki alüminyum iyon pillerin avantajları neler?",0,https://www.donanimhaber.com/dunyanin-ilk-aluminyum-iyon-pilli-depolama-sistemi-gelistirildi--199390
"Meta, Limitless satın alımıyla giyilebilir yapay zekayı büyütüyor","Meta, Limitless satın alımıyla giyilebilir yapay zeka teknolojilerine güçlü bir adım atıyor. Şirketin gelecekteki donanım stratejisine dair önemli sinyaller de gün yüzüne çıkıyor. İşte detaylar:",0,https://www.donanimhaber.com/meta-limitless-satin-alimiyla-giyilebilir-yapay-zekayi-buyutuyor--199401
"NASA, Hubble'ın halefi Roman Teleskobu'nun montajını tamamladı","NASA, Hubble'ın halefi olarak görülen Roman Uzay Teleskobu'nun montajını beklenenden önce tamamladı. Evreni Hubble'dan yüzlerce kat hızlı inceleyecek olan teleskop, 2026 sonbaharında fırlatılabilir.",0,https://www.donanimhaber.com/nasa-hubble-in-halefi-roman-teleskobu-nun-montajini-tamamladi--199398
Balık mı pişireceksiniz? Tazeliğini dakikalar içinde ölçmek artık mümkün,"Mikroiğne sensörü, balık tazeliğini iki dakikadan kısa sürede ölçerek güvenli tüketim için hızlı ve pratik bir çözüm sunuyor. İşte yeni teknolojinin detayları:",1,https://www.donanimhaber.com/balik-mi-pisireceksiniz-tazeligini-dakikalar-icinde-olcun--199400
Tarihi dönüm noktası kapıda: Yeni kellik ilacı saç çıkışını %539 artırdı,"Erkek tipi kellik tedavisinde son 30 yılın büyük ilerlemesi kaydedildi. Clascoterone adlı ilaç, saç çıkışını plaseboya göre %539 oranında artırarak tedavide yeni bir dönem başlattı.",0,https://www.donanimhaber.com/tarihi-donum-noktasi-yeni-kellik-ilaci-sac-cikisini-yuzde-539-artirdi--199389
"Xiaomi 17S serisi, Xring O2 işlemcisiyle geliyor","Teknoloji devlereinden Xiaomi'nin yeni serisi 17S, şirketin kendi işlemcisi Xring O2 çipiyle geliyor. Yeni nesil modelin 2026’da piyasaya çıkması bekleniyor. İşte detaylar:",0,https://www.donanimhaber.com/xiaomi-17s-serisi-xring-o2-islemcisiyle-geliyor--199399
"Christopher Nolan Netflix’in Warner Bros.’u satın almasından endişeli, sendikalar ayağa kalktı",Sinema tarihinin belki de en büyük satın alımına imza atarak Warner Bros. Şirketini bünyesine katmaya hazırlanan Netflix karşısında adeta bir duvar buldu.,0,https://www.donanimhaber.com/netflix-warner-bros-birlesimi-sendikalari-tedirgin-ediyor--199386
Yeni C5 Aircross Türkiye'de | BYD Atto 2 rekabete dahil oldu - DH Oto Gündem,"Programımızda bu hafta; yeni Citroen C5 Aircross ve BYD Atto 2'nin Türkiye fiyatları, Togg'un aralık kampanyası ve Malezya'nın bataryasız satılan yerli elektrikli otomobili gibi konuları konuştuk.",0,https://www.donanimhaber.com/yeni-c5-aircross-turkiye-de-byd-atto-2-rekabete-dahil-oldu--199393
Galaxy S26 serisinin bir özelliği daha belli oldu: Şarj hızları artıyor,"Samsung'un Galaxy S26 serisinde kablosuz şarj hızlarını artıracağı ortaya çıktı. Seri, önceki modele kıyasla yeni bir şarj cihazı ile gelecek. İşte detaylar...",1,https://www.donanimhaber.com/galaxy-s26-serisinin-bir-ozelligi-daha-belli-oldu--199384
Intellexa skandalı! İsrailli casus yazılım reklamlarla telefonlara sızdı,"İsrailli Intellexa’nın reklam temelli gizli saldırı sistemi, tıklama gerektirmeden akıllı telefonlara sızarak kamera, mikrofon, konum ve mesajlar dahil tüm verilere erişim sağlıyor.",1,https://www.donanimhaber.com/israilli-casus-yazilim-reklamlarla-telefonlara-sizdi--199394
"iPhone 21 serisinde Intel imzası olabilir, testler başladı","Yonga üretim portföyüne Intel’i de dahil etmek için test süreçlerine başlayan Apple, işler beklendiği gibi giderse bunu iPhone 21 serisine de taşımayı planlıyor.",0,https://www.donanimhaber.com/iphone-21-icin-ilginc-iddia--199388
AMD Ryzen AI 400 serisi ufukta göründü: RDNA 3.5 ve dahası,"Gorgon Point tabanlı AMD Ryzen AI 9 HX 470, Geekbench'te ortaya çıtı. İşte RDNA 3.5 tabanlı iGPU, CPU çekirdek düzeni ve saat hızları...",0,https://www.donanimhaber.com/amd-ryzen-ai-400-serisi-ufukta-gorundu-rdna-3-5-ve-dahasi--199382
A101 marketler ZTE Nubia V70 Max satacak,11 Aralık A101 aktüel teknoloji ürünleri arasında ZTE markasına ait Nubia V70 Max akıllı telefon modeli ve Duracell markasına ait 10000mAh powerbank modeli yer alıyor.,0,https://www.donanimhaber.com/11-aralik-a101-aktuel-katalogunda-neler-var--199387
GeForce Now'a bu hafta eklenecek oyunlar açıklandı (6 Aralık),Geforce Now hizmetine bu hafta eklenecek yeni oyunlar açıklandı. Call of Duty: Modern Warfare III ve Modern Warfare II dahil 10 oyun daha bulut üzerinden oynanabilir olacak. İşte liste..,0,https://www.donanimhaber.com/geforce-now-a-bu-hafta-eklenecek-oyunlar-aciklandi-6-aralik--199383
Tesla’nın Optimus robotu insan gibi koşmaya başladı,"Tesla, insansı robotu Optimus’un yeni performans videosunu paylaştı. Laboratuvarda insan gibi koşabilen robot, sosyal medyada hem hayranlık hem de endişe uyandırdı.",0,https://www.donanimhaber.com/tesla-nin-optimus-robotu-insan-gibi-kosmaya-basladi--199379
Yeni bir Men in Black filmi geliyor; Başrolde yine Will Smith olabilir,Men in Black (Siyah Giyen Adamlar) serisi yıllar sonra yeniden beyaz perdeye dönebilir. Serinin beşinci filmi için hazırlıklara başlandı. Üstelik Will Smith de geri dönebilir.,0,https://www.donanimhaber.com/yeni-bir-men-in-black-filmi-geliyor--199377
"Çinli Changan, 2027'de Avatr ve Nevo markalarını Avrupa'ya getirecek","Changan, elektrikli alt markaları Avatr ve Nevo’yu iki yıl içinde Avrupa’ya getiriyor. Şirket; tam elektrikli, PHEV ve EREV seçenekleriyle geniş kitlelere hitap etmeyi planlıyor.",0,https://www.donanimhaber.com/cinli-changan-2027-de-avatr-ve-nevo-yu-avrupa-ya-getirecek--199385
DNA hasarını onarabilen türünün ilk örneği ilaç geliştirildi,"Bilim insanlarının geliştirdiği TY1, kalp krizi ve otoimmün hastalıklarda hasarlı dokuları yenileyerek geleceğin ilaç sınıfının ilk prototipi olma özelliği taşıyor.",0,https://www.donanimhaber.com/dna-hasarini-onarabilen-turunun-ilk-ornegi-ilac-gelistirildi--199378
Oto koltuğu tavsiyesi için en iyi çocuk & bebek oto koltukları (2025),"Bebek oto koltuğu, araçta çocukları korumanın en iyi yolu olup bir zorunluluktur. Peki, 2025'te alınabilecek en iyi araba koltuğu hangisi? İşte ADAC testini geçen oto koltukları:",0,https://www.donanimhaber.com/en-iyi-oto-koltugu-tavsiyeleri--172176
Samsung vites yükseltti: 3 GB 40 Gbps GDDR7 bellekler geliyor,"DRAM krizi sürerken, yeni nesil ekran kartlarının artan bant genişliği ihtiyacı GDDR7 yarışını hızlandırıyor. Samsung ise, 3 GB Kapasiteli 40 Gbps GDDR7 bellekler için hazırlıklara başladı.",0,https://www.donanimhaber.com/samsung-vites-yukseltti-3-gb-40-gbps-gddr7-bellekler-geliyor--199373
ASRock'tan DRAM krizine çözüm: DDR4 ve DDR5 destekli anakart geliyor,"Bellek krizinin başladığı dönemde ASRock, DDR4 ve DDR5'i aynı platformda sunan yeni H610M COMBO modelini tanıttı. Hibrit yapı, esnek donanım yükseltmeleri için önemli bir seçenek olacak.",0,https://www.donanimhaber.com/asrock-tan-dram-krizine-cozum-ddr4-ve-ddr5-destekli-anakart--199371
Xbox ücretsiz oyun günleri: Toplam 6 oyun ücretsiz,Xbox Game Pass kullanıcıları için ücretsiz oyun günleri başladı. Everspace 2 dahil 6 oyun hafta sonu boyunca ücretsiz erişilebilir olacak...,0,https://www.donanimhaber.com/xbox-ucretsiz-oyun-gunleri-toplam-6-oyun-ucretsiz--199375
"AWS, en güçlü ve verimli CPU'su 192 çekirdekli Graviton5'i tanıttı","Amazon, Trainium3 çipinin haricinde en güçlü ve en verimli işlemcisi Graviton5 de tanıttı. Graviton5, TSMC'nin 3nm sürecinde üretiliyor ve 192 çekirdekli bir yapı sunuyor.",0,https://www.donanimhaber.com/aws-en-guclu-ve-verimli-cpu-su-graviton5-i-tanitti--199372
"Meta, metaverse yatırımlarını yüzde 30 azalmayı planlıyor","Meta, metaverse projeleri için 2026 bütçesinde yüzde 30’a varan bir kesinti yapmayı planlıyor. Kesintiler Horizon Worlds ve Quest birimlerini de kapsayabilir, işten çıkarmalar da gündemde.",0,https://www.donanimhaber.com/meta-metaverse-yatirimlarini-yuzde-30-azalmayi-planliyor--199374
Lexus LFA geri dönüyor: Bu kez tamamen elektrikli,"Lexus, efsanevi LFA modelini yeni bir elektrikli konseptle geri getirdi. Yeni LFA Concept, tamamen elektrikli yapısı ve sürücü odaklı tasarımıyla geleceğin LFA’sını gözler önüne seriyor.",0,https://www.donanimhaber.com/lexus-lfa-geri-donuyor-bu-kez-tamamen-elektrikli--199351
HMD yeni telefonları ile 3G ağlarını hedefliyor,"HMD 100, HMD 101 ve HMD 102 cep telefonu modelleri sadece 3G ağı desteği ve microUSB şarj giriş yuvası ile belirli bölgelerdeki tüketicileri hedefliyor.",0,https://www.donanimhaber.com/hmd-100-serisi-3g-ile-geliyor--199343
Fenerbahçe'de Dzeko ve Tadic için neden veda töreni düzenlenmedi? İşte o flaş gerçek,Fenerbahçe'de Edin Dzeko ve Dusan Tadic için veda töreni düzenlenmemesi gündeme oturdu. Konuyla ilgili flaş gerçek ortaya çıktı. İşte detaylar...Devamı için tıklayınız,1,https://www.fotomac.com.tr/fenerbahce/2025/05/31/fenerbahcede-dzeko-ve-tadic-icin-neden-veda-toreni-duzenlenmedi-iste-o-flas-gercek
FENERBAHÇE HABERİ | Dusan Tadic İstanbul'dan ayrıldı!,"Fenerbahçe'ye veda eden Dusan Tadic, İstanbul'dan ayrıldı. İşte detaylar... | Son dakika FB spor haberleriDevamı için tıklayınız",1,https://www.fotomac.com.tr/fenerbahce/2025/05/31/fenerbahce-haberi-dusan-tadic-istanbuldan-ayrildi
GALATASARAY HABERİ: Transferi Lemina bitirecek! Arkadaşını getiriyor...,Son dakika spor haberleri: Galatasaray'da yeni sezonun ilk transferi sağ bek olacak gibi duruyor. Sarı kırmızılılarda aranan isim ise İngiltere'de bulundu. Bu transferin detayında ise Lemina başrolde yer...Devamı için tıklayınız,1,https://www.aspor.com.tr/galatasaray/2025/05/31/galatasaray-haberi-transferi-lemina-bitirecek-arkadasini-getiriyor
Fenerbahçe'ye veda eden Edin Dzeko İstanbul'dan ayrıldı,"Gelecek sezon Fenerbahçe'de forma giymeyecek olan Edin Dzeko, bugün İstanbul'dan ayrıldı. İşte detaylar...Devamı için tıklayınız",0,https://www.fotomac.com.tr/fenerbahce/2025/05/31/fenerbahceye-veda-eden-edin-dzeko-istanbuldan-ayrildi
Barış Alper Yılmaz'ın babasından flaş transfer açıklaması!,Galatasaray'ın başarılı futbolcusu Barış Alper Yılmaz'ın geleceği büyük merak konusu haline gelirken yıldız ismin babasından dikkat çeken bir transfer açıklaması geldi. İşte o sözler...Devamı için tıklayınız,1,https://www.fotomac.com.tr/galatasaray/2025/05/31/baris-alper-yilmazin-babasindan-flas-transfer-aciklamasi
Fenerbahçe'den Fransa'ya transfer çıkarması! 2 oyuncu için çalışmalar başladı,"Önümüzdeki sezon mutlu sona ulaşarak taraftarlarına şampiyonluk müjdelemek isteyen Fenerbahçe'de yaz transfer dönemi çalışmaları hız kazandı. Sarı lacivertli yönetim, Fransa Ligue 1'de mücadele eden 2...Devamı için tıklayınız",1,https://www.fotomac.com.tr/fenerbahce/2025/05/31/fenerbahceden-fransaya-transfer-cikarmasi-2-oyuncu-icin-calismalar-basladi
Galatasaray'dan flaş Okan Buruk kararı! Yeni sezonda...,"Galatasaray, teknik direktör Okan Buruk yönetiminde sezonu çifte kupa ile noktalarken yönetimden sürpriz bir hamle geldi. İşte sarı kırmızılı takımda başarılı çalıştırıcı ile ilgili alınan karar... | Son...Devamı için tıklayınız",1,https://www.fotomac.com.tr/galatasaray/2025/05/31/galatasaraydan-flas-okan-buruk-karari-yeni-sezonda
UEFA Türk takımlarına ne kadar para ödedi? İşte ayrıntılar...,"UEFA'nın bu sezon Avrupa'da mücadele eden Türk kulüplerine dağıttığı para ödülü belli oldu. Beşiktaş, Fenerbahçe, Galatasaray ve RAMS Başakşehir'in kasasına giren rakam açıklandı. İşte detaylar...Devamı için tıklayınız",1,https://www.fotomac.com.tr/galatasaray/2025/05/31/uefa-turk-takimlarina-ne-kadar-para-odedi-iste-ayrintilar
Spor yazarları Galatasaray - RAMS Başakşehir maçını değerlendirdi,Son dakika Galatasaray haberleri: Trendyol Süper Lig'in 38. haftasında Galatasaray ile RAMS Başakşehir karşı karşıya geldi. Sarı-kırmızılılar mücadeleden 2-0'lık skorla ayrılarak sezona galibiyetle veda...Devamı için tıklayınız,0,https://www.fotomac.com.tr/galatasaray/2025/05/31/spor-yazarlari-galatasaray-rams-basaksehir-macini-degerlendirdi
Onvo Antalyaspor-Trabzonspor maçının ardından flaş değerlendirme,"Trendyol Süper Lig'in son haftasında Onvo Antalyaspor'a konuk olan Trabzonspor, mücadeleyi 2-0 kazanarak kapanışı galibiyet ile yaptı. Mücadelenin ardından bordo mavililer için dikkat çeken bir değerlendirme...Devamı için tıklayınız",1,https://www.fotomac.com.tr/trabzonspor/2025/05/31/onvo-antalyaspor-trabzonspor-macinin-ardindan-flas-degerlendirme
TRANSFER HABERİ | Avrupa'da Uğurcan Çakır düellosu! Trabzonspor'un kapısını çaldılar,"Trabzonspor'da özellikle bu sezon gösterdiği performans ile beğeni toplayan Uğurcan Çakır, Avrupa takımlarının radarına girdi. Fransız basını, bordo mavili ekibin kapısının yetenekli eldiven için çalındığını...Devamı için tıklayınız",1,https://www.fotomac.com.tr/trabzonspor/2025/05/31/transfer-haberi-avrupada-ugurcan-cakir-duellosu-trabzonsporun-kapisini-caldilar
GALATASARAY HABERİ: Osimhen'le kritik transfer görüşmesi! 1 hafta içinde...,Galatasaray'ın yıldız golcüsü Victor Osimhen hakkında önemli gelişmeler yaşanıyor. Sarı-kırmızılı yönetimin Osimhen için tüm şartları zorlarken Nijeryalı futbolcunun kararını 1 hafta içinde vereceği öne...Devamı için tıklayınız,1,https://www.fotomac.com.tr/galatasaray/2025/05/31/galatasaray-haberi-osimhenle-kritik-transfer-gorusmesi-1-hafta-icinde
FENERBAHÇE HABERİ | Mourinho'nun ekibinde yaprak dökümü! 4 isim...,"Jose Mourinho, gelecek sezonda Salvatore Foti, Stefano Raptetti, Luca Fatiga ve Giovanni Cerra ile yollarını ayıracak. Jose, 4 yeni isimle Fenerbahçe macerasına devam edecekDevamı için tıklayınız",1,https://www.fotomac.com.tr/fenerbahce/2025/05/31/fenerbahce-haberi-mourinhonun-ekibinde-yaprak-dokumu-4-isim
TRANSFER HABERLERİ | Fenerbahçe'de hedef Mitrovic! Avrupa'ya dönmek istiyor,Fenerbahçe'de gelecek sezonun transfer çalışmaları sürüyor. Sarı-lacivertlilerin golcü transferi yapmak istediği ve kariyerini Suudi Arabistan'da sürdüren Aleksandar Mitrovic için resmi girişimlere başladığı...Devamı için tıklayınız,1,https://www.fotomac.com.tr/fenerbahce/2025/05/31/transfer-haberleri-fenerbahcede-hedef-mitrovic-avrupaya-donmek-istiyor
FENERBAHÇE TRANSFER HABERİ | Skriniar'da maaş problemi! İkna çalışmaları sürüyor,"Fenerbahçe, Milan Skriniar'ın bonservisini almak için PSG ile 15 milyon euroya anlaşmış durumda. Ancak Slovak stoperin yıllık maaşı sorun çıkarıyor.Devamı için tıklayınız",1,https://www.724dinle.com/sesli-haber/fotomac/fenerbahce-1612278765/calma-listesi
Fenerbahçe'de Mario Branco ile yollar ayrıldı! İşte nedeni,"Fenerbahçe'de Dzeko ve Tadic'in ardından bir ayrılık daha! Sarı lacivertliler, sportif direktör Mario Branco ile yollarını ayırdı.Devamı için tıklayınız",1,https://www.fotomac.com.tr/fenerbahce/2025/05/30/fenerbahcede-mario-branco-ile-yollar-ayrildi-iste-nedeni
"GALATASARAY HABERİ: Mertens'ten son maçında duygusal açıklama! ""Bu ülkede...""","Galatasaray'ın Trendyol Süper Lig'in 38. ve son haftasında RAMS Başakşehir'i mağlup ettiği mücadelenin ardından sarı-kırmızılı ekipte son maçına çıkan isimlerden Dries Mertens, önemli açıklamalarda bulundu....Devamı için tıklayınız",1,https://www.fotomac.com.tr/galatasaray/2025/05/30/galatasaray-haberi-mertensten-son-macinda-duygusal-aciklama-bu-ulkede
"Muslera'dan Galatasaray formasıyla son sözler! ""Burası ikinci ülkemiz""","Şampiyon Galatasaray, Trendyol Süper Lig'in 38. ve son haftasında RAMS Başakşehir'i 2-0 mağlup ederek 2024-2025 sezonunu galibiyetle kapattı. Sarı-kırmızılı ekipte geçirdiği 14 senenin ardından son maçına...Devamı için tıklayınız",1,https://www.fotomac.com.tr/galatasaray/2025/05/30/musleradan-galatasaray-formasiyla-son-sozler-burasi-ikinci-ulkemiz
Fenerbahçe'den Dusan Tadic için veda paylaşımı!,"Fenerbahçe'de önemli ayrılık gelişmeleri yaşanıyor. Sarı-lacivertliler, Edin Dzeko'nun ardından Dusan Tadic'e de veda edildiğini resmi sosyal medya hesabından yaptığı bir paylaşımla açıkladı. İşte detaylar......Devamı için tıklayınız",1,https://www.fotomac.com.tr/fenerbahce/2025/05/30/fenerbahceden-dusan-tadic-icin-veda-paylasimi
Galatasaray RAMS Park'ta şampiyonluğu kutladı!,Süper Lig'in 38. ve son haftasında sahasında Başakşehir'i 2-0 mağlup eden Galatasaray taraftarlarının önünde şampiyonluğu kutladı. İşte Muslera ve Mertens'in veda ettiği duygusal geceden çok özel görüntüler...Devamı için tıklayınız,1,https://www.fotomac.com.tr/galatasaray/2025/05/30/galatasaray-rams-parkta-sampiyonlugu-kutluyor
Edin Dzeko'dan Fenerbahçe'ye veda paylaşımı!,"Fenerbahçe'nin tecrübeli futbolcularından Edin Dzeko, resmi sosyal medya hesabından yaptığı bir paylaşımla sarı-lacivertli kulübe veda etti. İşte detaylar... | Son dakika Fenerbahçe haberleriDevamı için tıklayınız",1,https://www.fotomac.com.tr/fenerbahce/2025/05/30/edin-dzekodan-fenerbahceye-veda-paylasimi
TRANSFER HABERİ: Beşiktaş'tan Casemiro harekatı! İspanyol basını duyurdu,"İspanyol basını, Beşiktaş’ın Brezilyalı yıldız Casemiro ile ilgilendiğini iddia etti. Siyah-beyazlı yönetimin Manchester United’ın 33 yaşındaki tecrübeli maestrosuna teklif yaptığı ve cevap beklediği öne...Devamı için tıklayınız",1,https://www.fotomac.com.tr/besiktas/2025/05/31/transfer-haberi-besiktastan-casemiro-harekati-ispanyol-basini-duyurdu
TRANSFER HABERİ: Trabzonspor'un orta sahası Çekya'dan geliyor! Şartlar uygun olursa...,"Bordo mavililer, Christos Zafeiris için Çekya ekibi Slavia Prag’ın kapısını çaldı ve mali beklentileri sordu. Şartlar uygun olursa Yunan futbolcu için resmi teklif sunulacakDevamı için tıklayınız",1,https://www.fotomac.com.tr/trabzonspor/2025/05/31/transfer-haberi-trabzonsporun-orta-sahasi-cekyadan-geliyor-sartlar-uygun-olursa
Fenerbahçe-Konyaspor MAÇI CANLI İZLE | Fenerbahçe-Tümosan Konyaspor maçı saat kaçta ve hangi kanalda?,"Trendyol Süper Lig'in 38. haftasında Fenerbahçe ile Tümosan Konyaspor karşı karşıya gelecek. Jose Mourinho yönetiminde ligi ikinci olarak tamamlayan sarı-lacivertliler, son haftada 3 puan alarak sezonu...Devamı için tıklayınız",1,https://www.fotomac.com.tr/fenerbahce/2025/05/31/fenerbahce-konyaspor-maci-canli-izle-fenerbahce-tumosan-konyaspor-maci-saat-kacta-ve-hangi-kanalda
"PSG-Inter MAÇI CANLI İZLE | PSG-Inter UEFA Şampiyonlar Ligi final maçı ne zaman, saat kaçta ve hangi kanalda?","UEFA Şampiyonlar Ligi final maçında PSG ile Inter karşı karşıya gelecek. Avrupa'nın en büyük organizasyonlarından birinde sahne alacak takımlar, kupayı müzesine götürmeyi hedefliyor. İlk finalini kazanmayı...Devamı için tıklayınız",1,https://www.fotomac.com.tr/sampiyonlarligi/2025/05/31/psg-inter-maci-canli-izle-psg-inter-uefa-sampiyonlar-ligi-final-maci-ne-zaman-saat-kacta-ve-hangi-kanalda
G.Saray'ın yeni transferi Lemina'dan!,"""G.Saray'ın yeni transferi Lemina'dan!"" haberi için lütfen tıklayın...Devamı için tıklayınız",1,https://www.takvim.com.tr/spor/2025/05/31/galatasarayin-yeni-transferi-leminadan
📺A SPOR CANLI YAYIN,Türkiye'nin en büyük spor kanalı A Spor'un canlı yayınını haberimizden takip edebilirsiniz.Devamı için tıklayınız,1,https://www.aspor.com.tr/webtv/canli-yayin
Egzersizin 10 faydası💪✨,"""Egzersizin 10 faydası💪✨"" haberi için lütfen tıklayın...Devamı için tıklayınız",0,https://youtube.com/shorts/2eVyYe08w0w?feature=share
Fenerbahçe Tangocu yıldızın peşinde! Avrupa ekipleri sıraya girdi,"Son dakika spor haberleri: Fenerbahçe'de gelecek sezon transfer hamleleri peş peşe gelecek. Sarı lacivertliler, buna göre listesine genç bir ismi ekledi. 22 yaşındaki oyuncu için West Ham, Crystal Palace,...Devamı için tıklayınız",1,https://www.fotomac.com.tr/fenerbahce/2025/05/30/fenerbahce-tangocu-yildizin-pesinde-avrupa-ekipleri-siraya-girdi
TRANSFER HABERİ: Beşiktaş'tan hücuma sürpriz hamle! Menajerler teklif etti,Beşiktaş'ta gelecek sezonun transfer çalışmaları başladı. Siyah-beyazlılara menajerler aracalığıyla İngiltere Premier Lig ekiplerinden Wolves'ta forma giyen o futbolcunun önerildiği iddia edildi. İşte...Devamı için tıklayınız,1,https://www.fotomac.com.tr/besiktas/2025/05/31/transfer-haberi-besiktastan-hucuma-surpriz-hamle-menajerler-teklif-etti
Galatasaray'dan görsel şölen! 5. yıldız drone'larla kutlandı,"2024-2025 Trendyol Süper Lig sezonunu şampiyon olarak tamamlayan ve 5. yıldızı takmaya hak kazanan Galatasaray, özel bir drone gösterisi gerçekleştirdi. İşte o anlar... (GS SPOR HABERİ)Devamı için tıklayınız",1,https://www.fotomac.com.tr/galatasaray/2025/05/30/galatasaraydan-gorsel-solen-5-yildiz-dronelarla-kutlandi
Galatasaray'dan dikkat çeken paylaşım: Biz daha iyisini yapana kadar en iyisi bu,"Galatasaray, resmi sosyal medya hesabından RAMS Park'ta gerçekleşen şampiyonluk kutlamalarını paylaştı. Sarı kırmızılı kulübün paylaşıma düştüğü not dikkat çekti. İşte detaylar... | Son dakika GS spor...Devamı için tıklayınız",1,https://www.fotomac.com.tr/galatasaray/2025/05/31/galatasaraydan-dikkat-ceken-paylasim-biz-daha-iyisini-yapana-kadar-en-iyisi-bu
Fenerbahçe-Tümosan Konyaspor maçı VAR hakemi Ali Şansalan oldu,Trendyol Süper Lig’de 31 Mayıs Cumartesi günü oynanacak maçların VAR ve AVAR hakemleri belirlendi. Fenerbahçe-Tümosan Konyaspor maçı için Ali Şansalan görevlendirildi. İşte detaylar... | Son dakika FB...Devamı için tıklayınız,0,https://www.fotomac.com.tr/fenerbahce/2025/05/31/fenerbahce-tumosan-konyaspor-maci-var-hakemi-ali-sansalan-oldu
Galatasaray 2-0 RAMS Başakşehir (MAÇ SONUCU ÖZET) | Trendyol Süper Lig,"Trendyol Süper Lig'in 38. haftasında Galatasaray, RAMS Başakşehir'i 2-0 mağlup etti. 2024-2025 sezonunu şampiyon tamamlayan sarı-kırmızılılar, son haftada da galip gelmeyi başardı. İşte maçın detayları...Devamı için tıklayınız",0,https://www.fotomac.com.tr/galatasaray/2025/05/30/galatasaray-2-0-rams-basaksehir-mac-sonucu-ozet-trendyol-super-lig
Fatih Tekke: Kim ne derse desin...,"Trendyol Süper Lig'in 38. haftasında Trabzonspor, Onvo Antalyaspor'u mağlup ederek sezonu galibiyetle tamamladı. Bordo-mavililerde Teknik Direktör Fatih Tekke, maç sonu dikkat çeken açıklamalara yer verdi....Devamı için tıklayınız",1,https://www.fotomac.com.tr/trabzonspor/2025/05/30/fatih-tekke-kim-ne-derse-desin
Onvo Antalyaspor 0-2 Trabzonspor (MAÇ SONUCU ÖZET) | Trendyol Süper Lig,"Trendyol Süper Lig'in 38. ve son haftasında Trabzonspor, Onvo Antalyaspor deplasmanına konuk oldu. Bordo-mavili ekip, 2-0 galip gelerek 2024-2025 sezonunu galibiyetle kapattı. İşte maçın detayları...Devamı için tıklayınız",0,https://www.fotomac.com.tr/trabzonspor/2025/05/30/onvo-antalyaspor-0-2-trabzonspor-mac-sonucu-ozet-trendyol-super-lig
Transferde son durum ne? Fenerbahçe ve Thomas Müller...,Mücadele ettiği hiçbir kulvarda şampiyonluk sevinci yaşayamayan Fenerbahçe'de gözler transfer çalışmalarına çevrildi. Kanarya'nın güçlü bir kadro kurmak adına yöneldiği isimlerden birisinin de Thomas Müller...Devamı için tıklayınız,1,https://www.fotomac.com.tr/fenerbahce/2025/05/30/transferde-son-durum-ne-fenerbahce-ve-thomas-muller
Galatasaray-RAMS Başakşehir maçında penaltı kararı!,"Trendyol Süper Lig'in 38. ve son haftasında Galatasaray, RAMS Başakşehir'i ağırladı. Karşılaşmanın 15. dakikasında sarı-kırmızılı ekip penaltı kazandı. İşte o pozisyon...Devamı için tıklayınız",1,https://www.fotomac.com.tr/galatasaray/2025/05/30/galatasaray-rams-basaksehir-macinda-penalti-karari
Galatasaray'da Fernando Muslera dönemi sona erdi!,"Galatasaray'ın Uruguaylı efsane file bekçisi Fernando Muslera, Süper Lig'in 38. haftasında RAMS Park'ta oynadıkları Başakşehir maçıyla son kez sarı kırmızılı formayı giydi. İşte Muslera'nın veda maçından...Devamı için tıklayınız",1,https://www.fotomac.com.tr/galatasaray/2025/05/30/galatasarayda-fernando-muslera-donemi-sona-erdi
"CANLI ALTIN FİYATLARI 31 Mayıs: Gram, çeyrek altın ne kadar? Güncel altın ve Dolar kuru","Dolar, Euro gibi evrensel para birimleriyle ve altın kuruyla ilgilenen yatırımcı ve vatandaşlar, arama motorlarında döviz ve altın kurlarını araştırıyor. Peki dolar ne kadar oldu? 31 Mayıs Cumartesi 2025...Devamı için tıklayınız",1,https://www.fotomac.com.tr/haberler/2025/05/31/canli-altin-fiyatlari-31-mayis-gram-ceyrek-altin-ne-kadar-guncel-altin-ve-dolar-kuru
Osimhen ile Ba arasında gerginlik! Koridora çağırdı...,Süper Lig'in 38. haftasında Galatasaray'ın sahasında Başakşehir'i konuk ettiği mücadelenin ilk yarı bitiminde Victor Osimhen ile Ousseynou Ba arasında gergin anlar yaşandı.Devamı için tıklayınız,1,https://www.fotomac.com.tr/galatasaray/2025/05/30/osimhen-ile-ba-arasinda-gerginlik-koridora-cagirdi
TRANSFER HABERİ: Galatasaray'a Marcin Bulka yanıtı! Yeni kaleci...,Şampiyon Galatasaray'da yeni sezonda 1 numaranın kim olacağı merak konusu oldu. Sarı kırmızılıların peşinde olduğu Marcin Bulka konusunda sürpriz bir gelişme yaşandı. İşte detaylar... GS SPOR HABERLE...Devamı için tıklayınız,1,https://www.fotomac.com.tr/galatasaray/2025/05/30/transfer-haberi-galatasaraya-marcin-bulka-yaniti-yeni-kaleci
